,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,bermuda short,training short,skirt
parent-tree-avg,0.0006494820117950439,0.00305098295211792,0.9559326171875,0.040324389934539795,,,,,,,
sub-tree-avg,,,0.3338623046875,,0.027416229248046875,0.287200927734375,0.02071380615234375,0.068145751953125,0.1060638427734375,0.155792236328125,0.0008552074432373047
