,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.056797027587890625,0.611846923828125,0.17017745971679688,0.1611328125,,,
sub-tree-avg,,0.014339447021484375,,,0.0465850830078125,0.012051582336425781,0.927001953125
