,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.015018463134765625,0.907470703125,0.04732924699783325,0.030187606811523438,,,
sub-tree-avg,,0.039798736572265625,,,0.031177520751953125,0.12351226806640625,0.8055419921875
