,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.009394168853759766,0.7241439819335938,0.2627754211425781,0.003773927688598633,,,
sub-tree-avg,,0.133270263671875,,,0.13385009765625,0.641357421875,0.09143829345703125
