,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.04653167724609375,0.6102294921875,0.214630126953125,0.12848663330078125,,,
sub-tree-avg,,0.015691757202148438,,,0.017658233642578125,0.025959014892578125,0.940673828125
