,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.06468009948730469,0.60906982421875,0.05442190170288086,0.2718048095703125,,,
sub-tree-avg,,0.10048675537109375,,,0.38946533203125,0.281585693359375,0.2285614013671875
