,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.00044599175453186035,0.998779296875,0.0003287792205810547,0.0004158616065979004,,,
sub-tree-avg,,0.1336212158203125,,,0.013097763061523438,0.8511962890625,0.0020553916692733765
