,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.03623390197753906,0.68115234375,0.056484222412109375,0.226318359375,,,
sub-tree-avg,,0.022655487060546875,,,0.14727020263671875,0.08257293701171875,0.7474365234375
