,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.04043769836425781,0.9063720703125,0.009799003601074219,0.043315887451171875,,,
sub-tree-avg,,0.08109283447265625,,,0.46160888671875,0.168701171875,0.288604736328125
