,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.008919715881347656,0.81353759765625,0.1764981746673584,0.0010447204113006592,,,
sub-tree-avg,,0.1270904541015625,,,0.16900634765625,0.65771484375,0.04613304138183594
