,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.001766204833984375,0.974853515625,0.02213430404663086,0.001203775405883789,,,
sub-tree-avg,,0.08368682861328125,,,0.06500244140625,0.844482421875,0.006816864013671875
