,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.03786468505859375,0.9429931640625,0.009731054306030273,0.009308815002441406,,,
sub-tree-avg,,0.17864990234375,,,0.16131591796875,0.2042388916015625,0.455810546875
