,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.0003136098384857178,0.9984130859375,0.001118302345275879,9.806454181671143e-05,,,
sub-tree-avg,,0.2062225341796875,,,0.0006489157676696777,0.7923583984375,0.0006972849369049072
