,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.03375244140625,0.93896484375,0.004553079605102539,0.022699356079101562,,,
sub-tree-avg,,0.2144927978515625,,,0.043422698974609375,0.1439208984375,0.5982666015625
