,dress,shirt,pant,jacket
parent-tree-avg,0.4797859191894531,0.14441967010498047,0.3303983211517334,0.04530763626098633
sub-tree-avg,0.4797859191894531,0.14441967010498047,0.3303983211517334,0.04530763626098633
