,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,bermuda short,training short,skirt
parent-tree-avg,0.07839202880859375,0.110015869140625,0.466033935546875,0.3455162048339844,,,,,,,
sub-tree-avg,,,0.011278152465820312,,0.013682365417480469,0.01656627655029297,0.004688739776611328,0.0076084136962890625,0.138885498046875,0.78759765625,0.019750595092773438
