,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.07724761962890625,0.80712890625,0.007108241319656372,0.10858345031738281,,,
sub-tree-avg,,0.2939910888671875,,,0.01667499542236328,0.2328338623046875,0.4564208984375
