,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.025650739669799805,0.702392578125,0.01311945915222168,0.2588472366333008,,,
sub-tree-avg,,0.26311492919921875,,,0.25616455078125,0.16564178466796875,0.31520843505859375
