,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.03068399429321289,0.69915771484375,0.047359466552734375,0.2228546142578125,,,
sub-tree-avg,,0.048511505126953125,,,0.12821197509765625,0.13608741760253906,0.687164306640625
