,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.00038045644760131836,0.998779296875,0.0006255209445953369,0.000173225998878479,,,
sub-tree-avg,,0.159515380859375,,,0.04544830322265625,0.7843017578125,0.010746955871582031
