,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.001523733139038086,0.9190673828125,0.07250678539276123,0.00707089900970459,,,
sub-tree-avg,,0.08801651000976562,,,0.4849853515625,0.195953369140625,0.230987548828125
