,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.018524169921875,0.927490234375,0.024935007095336914,0.028951644897460938,,,
sub-tree-avg,,0.019103527069091797,,,0.914794921875,0.05807018280029297,0.008015722036361694
