,dress,shirt,pant,jacket,poloshirt,t-shirt,sweatshirt
parent-tree-avg,0.012609481811523438,0.84222412109375,0.006100356578826904,0.13903915882110596,,,
sub-tree-avg,,0.018383026123046875,,,0.9090576171875,0.025545358657836914,0.047047510743141174
