,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.008919715881347656,0.81353759765625,0.1764981746673584,0.0010447204113006592,,,,,,
sub-tree-avg,,,,,0.472412109375,0.114776611328125,0.009237289428710938,0.328582763671875,0.044185638427734375,0.03082561492919922
