,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.00044599175453186035,0.998779296875,0.0003287792205810547,0.0004158616065979004,,,,,,
sub-tree-avg,,,,,0.6761474609375,0.010544776916503906,0.002351522445678711,0.0591278076171875,0.249755859375,0.002012386918067932
