,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.004622459411621094,0.98046875,0.013423606753349304,0.0015641748905181885,,,,,,
sub-tree-avg,,,,,0.58013916015625,0.08046340942382812,0.002803802490234375,0.285552978515625,0.047382354736328125,0.0036561191082000732
