,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.018524169921875,0.927490234375,0.024935007095336914,0.028951644897460938,,,,,,
sub-tree-avg,,,,,0.033451080322265625,0.7529296875,0.057071685791015625,0.12884521484375,0.02330780029296875,0.0044035762548446655
