,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.0012158751487731934,0.997802734375,0.0006082057952880859,0.0003553628921508789,,,,,,
sub-tree-avg,,,,,0.9630126953125,0.005029439926147461,0.003929853439331055,0.011905670166015625,0.013901233673095703,0.002283811569213867
