,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,bermuda short,training short,skirt
parent-tree-avg,0.0018687248229980469,0.004143238067626953,0.9832763671875,0.010780811309814453,,,,,,,
sub-tree-avg,,,0.035309791564941406,,0.000847160816192627,0.02747821807861328,0.0012434422969818115,0.007868766784667969,0.0695953369140625,0.8525390625,0.0051195621490478516
