,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.056797027587890625,0.611846923828125,0.17017745971679688,0.1611328125,,,,,,
sub-tree-avg,,,,,0.010382652282714844,0.0402984619140625,0.00621795654296875,0.1335601806640625,0.004513263702392578,0.804931640625
