,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.04043769836425781,0.9063720703125,0.009799003601074219,0.043315887451171875,,,,,,
sub-tree-avg,,,,,0.14544677734375,0.40625,0.024272918701171875,0.14703369140625,0.0334014892578125,0.243621826171875
