,dress,shirt,pant,jacket
parent-tree-avg,0.331573486328125,0.33025360107421875,0.2542572021484375,0.08396148681640625
sub-tree-avg,0.331573486328125,0.33025360107421875,0.2542572021484375,0.08396148681640625
