,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.001523733139038086,0.9190673828125,0.07250678539276123,0.00707089900970459,,,,,,
sub-tree-avg,,,,,0.12012481689453125,0.41957855224609375,0.022159576416015625,0.18170166015625,0.08828353881835938,0.1681976318359375
