,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03658747673034668,0.83673095703125,0.12185883522033691,0.004824161529541016,,,,,,
sub-tree-avg,,,,,0.602874755859375,0.1029205322265625,0.008213996887207031,0.19210052490234375,0.018772125244140625,0.07517135143280029
