,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.03068399429321289,0.69915771484375,0.047359466552734375,0.2228546142578125,,,,,,
sub-tree-avg,,,,,0.11247444152832031,0.10685348510742188,0.005473613739013672,0.10341262817382812,0.039368629455566406,0.63232421875
