,dress,shirt,pant,jacket,jeans,trouser,sweatpant,hot pant,bermuda short,training short,skirt
parent-tree-avg,0.00033214688301086426,0.0026581287384033203,0.99365234375,0.0033271312713623047,,,,,,,
sub-tree-avg,,,0.11106109619140625,,0.68304443359375,0.0315399169921875,0.0007051229476928711,0.016328811645507812,0.145904541015625,0.011023521423339844,0.0003534555435180664
