,dress,shirt,pant,jacket
parent-tree-avg,0.53155517578125,0.349334716796875,0.029697418212890625,0.08959579467773438
sub-tree-avg,0.53155517578125,0.349334716796875,0.029697418212890625,0.08959579467773438
