,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.015018463134765625,0.907470703125,0.04732924699783325,0.030187606811523438,,,,,,
sub-tree-avg,,,,,0.09069061279296875,0.025970458984375,0.0036971569061279297,0.033435821533203125,0.2465667724609375,0.599609375
