,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.052951812744140625,0.91455078125,0.005083560943603516,0.027456283569335938,,,,,,
sub-tree-avg,,,,,0.2718505859375,0.1154632568359375,0.009790420532226562,0.113433837890625,0.0229339599609375,0.466552734375
