,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.015760421752929688,0.9134521484375,0.058629751205444336,0.012190818786621094,,,,,,
sub-tree-avg,,,,,0.16013336181640625,0.409423828125,0.021190643310546875,0.3089599609375,0.078338623046875,0.02188873291015625
