,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.001766204833984375,0.974853515625,0.02213430404663086,0.001203775405883789,,,,,,
sub-tree-avg,,,,,0.62548828125,0.0477447509765625,0.0130462646484375,0.20599365234375,0.102386474609375,0.00522160530090332
