,dress,shirt,pant,jacket,t-shirt,poloshirt,henleyshirt,chambrayshirt,baseballshirt,sweatshirt
parent-tree-avg,0.025650739669799805,0.702392578125,0.01311945915222168,0.2588472366333008,,,,,,
sub-tree-avg,,,,,0.15923309326171875,0.2007598876953125,0.09135246276855469,0.2307281494140625,0.018665313720703125,0.2993202209472656
